growth_transitions,location,year,diseases,scenario,both,disability,mortality
FALSE,Global,2074,Adult (early),25% reduction,130.28942494617843,83.01384963667775,46.769291488535885
FALSE,Global,2075,Adult (early),25% reduction,131.05041505832577,82.98401586880016,47.55130483177185
FALSE,Global,2076,Adult (early),25% reduction,131.79024200487422,82.94504450840378,48.32138171473789
FALSE,Global,2077,Adult (early),25% reduction,132.5084514461193,82.89635731346607,49.07965148395538
FALSE,Global,2078,Adult (early),25% reduction,133.20840742199994,82.84072813049794,49.82668822035122
FALSE,Global,2079,Adult (early),25% reduction,133.8841050895691,82.7725905091486,50.56208236321163
FALSE,Global,2080,Adult (early),25% reduction,134.5395113864088,82.69550257685376,51.28623557897377
FALSE,Global,2081,Adult (early),25% reduction,135.17532601201822,82.6097958830452,51.999515683350566
FALSE,Global,2082,Adult (early),25% reduction,135.79110466195678,82.51494151949882,52.702010795965194
FALSE,Global,2083,Adult (early),25% reduction,136.39107995006944,82.41385648414612,53.39501406010628
FALSE,Global,2084,Adult (early),25% reduction,136.97016932853984,82.30210997358418,54.07790138954544
FALSE,Global,2085,Adult (early),25% reduction,137.53193343270206,82.18261481948471,54.75130944952679
FALSE,Global,2086,Adult (early),25% reduction,138.0765870155964,82.05544183695697,55.415381371165275
FALSE,Global,2087,Adult (early),25% reduction,138.60315557630062,81.91963386387539,56.07010469623661
FALSE,Global,2088,Adult (early),25% reduction,139.11526953662872,81.77789609557342,56.71638105686378
FALSE,Global,2089,Adult (early),25% reduction,139.60747481428717,81.62536191489602,57.35365755053997
FALSE,Global,2090,Adult (early),25% reduction,140.0833690741396,81.46513794759846,57.982409989266394
FALSE,Global,2091,Adult (early),25% reduction,140.5431817262087,81.29737277190209,58.60271753974247
FALSE,Global,2092,Adult (early),25% reduction,140.9860255517397,81.12126126002597,59.21450265107155
FALSE,Global,2093,Adult (early),25% reduction,141.4152616700325,80.93933864608574,59.818568555129055
FALSE,Global,2094,Adult (early),25% reduction,141.82574379200267,80.74748111759757,60.41392684900093
FALSE,Global,2095,Adult (early),25% reduction,142.2208491410637,80.54853722404766,61.00109133737374
FALSE,Global,2096,Adult (early),25% reduction,142.60074753283882,80.34272349595832,61.58001414127731
FALSE,Global,2097,Adult (early),25% reduction,142.9651214799614,80.12975520574952,62.150665301524164
FALSE,Global,2098,Adult (early),25% reduction,143.31655409184074,79.91157550116826,62.713666439985275
FALSE,Global,2099,Adult (early),25% reduction,143.650817772192,79.68500782241249,63.26799892907429
FALSE,Global,2100,Adult (early),25% reduction,143.97079687220668,79.4524820362339,63.81410396348286
FALSE,Global,2101,Adult (early),25% reduction,144.27672793645095,79.21432119691659,64.3518940263939
FALSE,Global,2102,Adult (early),25% reduction,144.5701830009823,78.97066671281624,64.88280083213711
FALSE,Global,2103,Adult (early),25% reduction,144.8526734227209,78.72265549098873,65.40718873052978
FALSE,Global,2104,Adult (early),25% reduction,145.12143036173438,78.46841204577636,65.92418605450058
FALSE,Global,2105,Adult (early),25% reduction,145.37787434772872,78.20930451007271,66.43383883919716
FALSE,Global,2106,Adult (early),25% reduction,145.62210591136454,77.94553184565449,66.93604932818603
FALSE,Global,2107,Adult (early),25% reduction,145.85464344567012,77.67789102337075,67.43053482212449
FALSE,Global,2108,Adult (early),25% reduction,146.07616736268426,77.4068605223999,67.91749455522633
FALSE,Global,2109,Adult (early),25% reduction,146.28517883736325,77.13166860276509,68.39621061118794
FALSE,Global,2110,Adult (early),25% reduction,146.4817669358301,76.85260435436726,68.86648367975425
FALSE,Global,2111,Adult (early),25% reduction,146.66568218918323,76.56957563092422,69.32815911713124
FALSE,Global,2112,Adult (early),25% reduction,146.83769673753835,76.28355474585152,69.78103081368447
FALSE,Global,2113,Adult (early),25% reduction,146.99802773023129,75.99470553708171,70.22515151259803
FALSE,Global,2114,Adult (early),25% reduction,147.14587577423,75.70264329606724,70.66011104303264
FALSE,Global,2115,Adult (early),25% reduction,147.28100309082032,75.40734037470914,71.08570110865212
FALSE,Global,2116,Adult (early),25% reduction,147.40323780715084,75.1086743049593,71.50187394047929
FALSE,Global,2117,Adult (early),25% reduction,147.51310596402263,74.80720961724282,71.90858675605679
FALSE,Global,2118,Adult (early),25% reduction,147.610829123085,74.50304256459904,72.30596352009296
FALSE,Global,2119,Adult (early),25% reduction,147.69626399148368,74.19605207946015,72.69398276252174
FALSE,Global,2120,Adult (early),25% reduction,147.7695456293583,73.88630084951019,73.07271626157093
FALSE,Global,2121,Adult (early),25% reduction,147.83081434757327,73.57376145706176,73.44233148555278
FALSE,Global,2122,Adult (early),25% reduction,147.88059272494792,73.25876924083329,73.80301234454632
FALSE,Global,2123,Adult (early),25% reduction,147.91927754805852,72.94147443084526,74.155003026762
FALSE,Global,2124,Adult (early),25% reduction,147.947179638402,72.621959209404,74.49853053054905
FALSE,Global,2125,Adult (early),25% reduction,147.96467004862689,72.30037528101444,74.83381221383476
FALSE,Global,2126,Adult (early),25% reduction,147.97193853231622,71.97671357742881,75.1610462886734
FALSE,Global,2127,Adult (early),25% reduction,147.96962001474,71.65140322667217,75.48043427573491
FALSE,Global,2128,Adult (early),25% reduction,147.95810518766595,71.32458459438801,75.79222448511219
FALSE,Global,2129,Adult (early),25% reduction,147.93783257375048,70.99645343092537,76.09665723203086
FALSE,Global,2130,Adult (early),25% reduction,147.90919991137696,70.66717211129952,76.39396612771225
FALSE,Global,2131,Adult (early),25% reduction,147.8725230676174,70.33684103671551,76.68436538018894
FALSE,Global,2132,Adult (early),25% reduction,147.8283076213274,70.00578232783603,76.96803535765457
FALSE,Global,2133,Adult (early),25% reduction,147.77690546708203,69.67414121824073,77.24518095962334
FALSE,Global,2134,Adult (early),25% reduction,147.71873557782556,69.34213334526252,77.51600302894784
FALSE,Global,2135,Adult (early),25% reduction,147.65411799391842,69.00990669801902,77.78067194745445
FALSE,Global,2136,Adult (early),25% reduction,147.5833221989231,68.67758066692734,78.03933634082794
FALSE,Global,2137,Adult (early),25% reduction,147.50672223454666,68.34542508390045,78.29209737450695
FALSE,Global,2138,Adult (early),25% reduction,147.42454003858853,68.01354273174763,78.53907280414867
FALSE,Global,2139,Adult (early),25% reduction,147.33710973195934,67.68214178586673,78.78038582312107
FALSE,Global,2140,Adult (early),25% reduction,147.24462313215352,67.35131900446414,79.01612998244953
FALSE,Global,2141,Adult (early),25% reduction,147.14727475973226,67.02118632067871,79.24638600793743
FALSE,Global,2142,Adult (early),25% reduction,147.04520022428227,66.69184665001964,79.471184817235
FALSE,Global,2143,Adult (early),25% reduction,146.93851569070722,66.36335251325798,79.69058855758381
FALSE,Global,2144,Adult (early),25% reduction,146.82745853980828,66.03585048920822,79.90468541874122
FALSE,Global,2145,Adult (early),25% reduction,146.71212415470887,65.70937470932674,80.11353515901185
FALSE,Global,2146,Adult (early),25% reduction,146.59266398608494,65.38400696781254,80.31720533607674
FALSE,Global,2147,Adult (early),25% reduction,146.46901696055127,65.05965864969254,80.51572400103474
FALSE,Global,2148,Adult (early),25% reduction,146.3412699908905,64.73635262834168,80.70915367341136
FALSE,Global,2023,Adult (late),25% reduction,56.598289899085046,56.598289899085046,0
FALSE,Global,2024,Adult (late),25% reduction,58.86913647337055,57.54696969745636,1.299253217762947
FALSE,Global,2025,Adult (late),25% reduction,61.12678063196087,58.48495982613754,2.5959445705661772
FALSE,Global,2026,Adult (late),25% reduction,63.36357635300255,59.40723468656444,3.887487484308243
FALSE,Global,2027,Adult (late),25% reduction,65.57813198135567,60.315020440704345,5.171291048229217
FALSE,Global,2028,Adult (late),25% reduction,67.77080640613461,61.21062077773571,6.445411113543511
FALSE,Global,2029,Adult (late),25% reduction,69.9393291523037,62.09101805655956,7.710686815925598
FALSE,Global,2030,Adult (late),25% reduction,72.08113718099499,62.95538699413872,8.965408897960662
FALSE,Global,2031,Adult (late),25% reduction,74.1882718778162,63.79784116891956,10.207546661727905
FALSE,Global,2032,Adult (late),25% reduction,76.25845003096866,64.61922690511132,11.434003855322837
FALSE,Global,2033,Adult (late),25% reduction,78.28886827476693,65.41920461664296,12.642314862895011
FALSE,Global,2034,Adult (late),25% reduction,80.28469224302577,66.20186077168655,13.83364910666561
FALSE,Global,2035,Adult (late),25% reduction,82.24083062471485,66.96370791580391,15.00644310488987
FALSE,Global,2036,Adult (late),25% reduction,84.15103738086891,67.70030173891259,16.15893583277607
FALSE,Global,2037,Adult (late),25% reduction,86.01233648290443,68.41184686583996,17.28799312111473
FALSE,Global,2038,Adult (late),25% reduction,87.81869218345356,69.09516362226962,18.390761449592592
FALSE,Global,2039,Adult (late),25% reduction,89.58330628886604,69.76149337638188,19.469241313280104
FALSE,Global,2040,Adult (late),25% reduction,91.30256987383079,70.40739856623077,20.523274500717164
FALSE,Global,2041,Adult (late),25% reduction,92.97265951825523,71.02951200983524,21.55241381978798
FALSE,Global,2042,Adult (late),25% reduction,94.59038268579292,71.62691391170121,22.554434315784455
FALSE,Global,2043,Adult (late),25% reduction,96.14697297638702,72.19376623297406,23.526438818999292
FALSE,Global,2044,Adult (late),25% reduction,97.65843961921215,72.74368358420182,24.47080521586609
FALSE,Global,2045,Adult (late),25% reduction,99.12434123380565,73.27474134495067,25.388982271330832
FALSE,Global,2046,Adult (late),25% reduction,100.54308269327736,73.78423453294944,26.282063442008972
FALSE,Global,2047,Adult (late),25% reduction,101.91379161202526,74.27188812419796,27.149489754762648
FALSE,Global,2048,Adult (late),25% reduction,103.22646109197711,74.73051956580258,27.988502821427346
FALSE,Global,2049,Adult (late),25% reduction,104.497143037323,75.17486665525246,28.80037441323471
FALSE,Global,2050,Adult (late),25% reduction,105.72541532444096,75.60263119458484,29.586909062841414
FALSE,Global,2051,Adult (late),25% reduction,106.9103125017128,76.01083318742275,30.350109229733466
FALSE,Global,2052,Adult (late),25% reduction,108.05285790779591,76.40014140143394,31.090352999173163
FALSE,Global,2053,Adult (late),25% reduction,109.14431722984791,76.76374396356773,31.805794130249023
FALSE,Global,2054,Adult (late),25% reduction,110.19662803649331,77.11333836753941,32.496635876594546
FALSE,Global,2055,Adult (late),25% reduction,111.20926797353363,77.44686719746876,33.16431732572746
FALSE,Global,2056,Adult (late),25% reduction,112.18291524010277,77.7623032269249,33.81152225029659
FALSE,Global,2057,Adult (late),25% reduction,113.12069500739956,78.06145482563115,34.43955010057068
FALSE,Global,2058,Adult (late),25% reduction,114.016598866045,78.3383202389431,35.04842727852726
FALSE,Global,2059,Adult (late),25% reduction,114.88078082385636,78.60272926136875,35.638463532740595
FALSE,Global,2060,Adult (late),25% reduction,115.70970359699726,78.85051187742233,36.21022395288563
FALSE,Global,2061,Adult (late),25% reduction,116.50385158756066,79.07977298843575,36.76607363988972
FALSE,Global,2062,Adult (late),25% reduction,117.26641597181893,79.29242681865024,37.307271918560026
FALSE,Global,2063,Adult (late),25% reduction,117.99303601871395,79.48360526207829,37.83432269797802
FALSE,Global,2064,Adult (late),25% reduction,118.6940654449091,79.66430134319687,38.34658574923515
FALSE,Global,2065,Adult (late),25% reduction,119.3611932551136,79.82727589622307,38.842985131985664
FALSE,Global,2066,Adult (late),25% reduction,119.99492783257294,79.97165199675369,39.32490958698273
FALSE,Global,2067,Adult (late),25% reduction,120.59794446075917,80.09964891732693,39.79282022261047
FALSE,Global,2068,Adult (late),25% reduction,121.16549160612011,80.20634344224644,40.24688346147442
FALSE,Global,2069,Adult (late),25% reduction,121.70939265513897,80.30384635412693,40.68679152120686
FALSE,Global,2070,Adult (late),25% reduction,122.21966302749539,80.38374987193394,41.11099907813931
FALSE,Global,2071,Adult (late),25% reduction,122.69749499296951,80.44655236752224,41.52019650366783
FALSE,Global,2072,Adult (late),25% reduction,123.14659191294288,80.49546361331463,41.91486811355877
FALSE,Global,2073,Adult (late),25% reduction,123.56287660842132,80.5259927242546,42.29541638679218
FALSE,Global,2074,Adult (late),25% reduction,123.95847821115112,80.55010993107032,42.66194996439648
FALSE,Global,2075,Adult (late),25% reduction,124.32499836049747,80.55966832142163,43.01424995205784
FALSE,Global,2076,Adult (late),25% reduction,124.66519702476025,80.55612253264619,43.35358429481315
FALSE,Global,2077,Adult (late),25% reduction,124.98454053684615,80.5433801309328,43.68145596905422
FALSE,Global,2078,Adult (late),25% reduction,125.2799891477995,80.51688757425212,43.99937486083317
FALSE,Global,2079,Adult (late),25% reduction,125.56184711777783,80.48673617430782,44.307496393292425
FALSE,Global,2080,Adult (late),25% reduction,125.82315002388191,80.44551455411911,44.6063027113018
FALSE,Global,2081,Adult (late),25% reduction,126.06584796636295,80.39430667871093,44.89662090831947
FALSE,Global,2082,Adult (late),25% reduction,126.29421394913197,80.33619042333699,45.179586243964195
FALSE,Global,2083,Adult (late),25% reduction,126.5053574084072,80.26656125432301,45.456946947339055
FALSE,Global,2084,Adult (late),25% reduction,126.70637125159264,80.19342332784748,45.727751380910874
FALSE,Global,2085,Adult (late),25% reduction,126.89168191805362,80.11060412520695,45.992640376671794
FALSE,Global,2086,Adult (late),25% reduction,127.06148441809749,80.01831504743194,46.251592565146446
FALSE,Global,2087,Adult (late),25% reduction,127.21679393552398,79.91786528270245,46.50429511221504
FALSE,Global,2088,Adult (late),25% reduction,127.35472719015121,79.80560938895893,46.75156484579086
FALSE,Global,2089,Adult (late),25% reduction,127.4796244879303,79.687971521039,46.991279991463664
FALSE,Global,2090,Adult (late),25% reduction,127.5873572594614,79.56033765329933,47.22397689080048
FALSE,Global,2091,Adult (late),25% reduction,127.67722082643128,79.42278945106888,47.448885718953136
FALSE,Global,2092,Adult (late),25% reduction,127.74874101714707,79.27603826624203,47.66482436619282
FALSE,Global,2093,Adult (late),25% reduction,127.8016347113762,79.11863389429378,47.872992099824906
FALSE,Global,2094,Adult (late),25% reduction,127.8387697015009,78.95574272177983,48.07103503269577
FALSE,Global,2095,Adult (late),25% reduction,127.85856096119213,78.78468604916763,48.26008031916046
FALSE,Global,2096,Adult (late),25% reduction,127.86114779554558,78.60584357885551,48.43989625016975
FALSE,Global,2097,Adult (late),25% reduction,127.84586070889186,78.41942792707349,48.60961091048622
FALSE,Global,2098,Adult (late),25% reduction,127.81526934363364,78.22641965493393,48.77079665880394
FALSE,Global,2099,Adult (late),25% reduction,127.76884977308464,78.02803395971775,48.92169289872646
FALSE,Global,2100,Adult (late),25% reduction,127.70927459453583,77.82476743535996,49.064448553898814
FALSE,Global,2101,Adult (late),25% reduction,127.63830075664997,77.61741924553203,49.20000258239937
FALSE,Global,2102,Adult (late),25% reduction,127.55652465398312,77.40591499790573,49.32902768302059
FALSE,Global,2103,Adult (late),25% reduction,127.46809362336445,77.19218625387764,49.45367547945786
FALSE,Global,2104,Adult (late),25% reduction,127.37047828045654,76.97477799424267,49.57288957482052
FALSE,Global,2105,Adult (late),25% reduction,127.26713787733841,76.75489400487518,49.68887121222591
FALSE,Global,2106,Adult (late),25% reduction,127.15980634679698,76.53305268136025,49.802811545835496
FALSE,Global,2107,Adult (late),25% reduction,127.04848555159187,76.30897038541794,49.91499527105618
FALSE,Global,2108,Adult (late),25% reduction,126.93595481068992,76.08376996508885,50.027025895648954
FALSE,Global,2109,Adult (late),25% reduction,126.81872876705074,75.85532168526649,50.13759807074737
FALSE,Global,2110,Adult (late),25% reduction,126.69792914132213,75.62398702094174,50.24744512332821
FALSE,Global,2111,Adult (late),25% reduction,126.57384011529636,75.38975335550595,50.35686006449795
FALSE,Global,2112,Adult (late),25% reduction,126.44587594897175,75.15227729228687,50.465615230306625
FALSE,Global,2113,Adult (late),25% reduction,126.31456977005767,74.91181921788025,50.57396925401783
FALSE,Global,2114,Adult (late),25% reduction,126.17621243928718,74.66632607440567,50.68034370205307
FALSE,Global,2115,Adult (late),25% reduction,126.03014177688313,74.41595796203423,50.78391181457329
FALSE,Global,2116,Adult (late),25% reduction,125.87582221142388,74.16063783007621,50.88422480897427
FALSE,Global,2117,Adult (late),25% reduction,125.71268996350766,73.90044179291344,50.980658279844285
FALSE,Global,2118,Adult (late),25% reduction,125.54032015523434,73.63537706274892,51.07278905314541
FALSE,Global,2119,Adult (late),25% reduction,125.3569715412178,73.36481430819225,51.159539396374704
FALSE,Global,2120,Adult (late),25% reduction,125.1621212719984,73.0888208906641,51.24032748958015
FALSE,Global,2121,Adult (late),25% reduction,124.95568648926067,72.80754585908223,51.314926582514765
FALSE,Global,2122,Adult (late),25% reduction,124.73799501795006,72.52146612552166,51.3831900017767
FALSE,Global,2123,Adult (late),25% reduction,124.50918380341815,72.23083298672104,51.44500638412571
FALSE,Global,2124,Adult (late),25% reduction,124.26911520267582,71.93563785719395,51.500250924118994
FALSE,Global,2125,Adult (late),25% reduction,124.01789414444065,71.63613956525421,51.548772644860264
FALSE,Global,2126,Adult (late),25% reduction,123.75558561718464,71.33252543106747,51.59045275483513
FALSE,Global,2127,Adult (late),25% reduction,123.4829331540556,71.02541197971058,51.62541444198513
FALSE,Global,2128,Adult (late),25% reduction,123.20056869181252,70.71519162097073,51.653892094439506
FALSE,Global,2129,Adult (late),25% reduction,122.90885160326005,70.4019653184576,51.67614025185871
FALSE,Global,2130,Adult (late),25% reduction,122.60853150389481,70.0861452164936,51.6924888699894
FALSE,Global,2131,Adult (late),25% reduction,122.30020685982419,69.76799251389504,51.703267983872415
FALSE,Global,2132,Adult (late),25% reduction,121.98487017215824,69.44810936966896,51.70885776340199
FALSE,Global,2133,Adult (late),25% reduction,121.66330880063916,69.12685433672237,51.709677459910395
FALSE,Global,2134,Adult (late),25% reduction,121.33601945303822,68.80430278724575,51.70614098535824
FALSE,Global,2135,Adult (late),25% reduction,121.00375580765152,68.48078037786865,51.698666518466
FALSE,Global,2136,Adult (late),25% reduction,120.66703949770069,68.15642098241806,51.68763363714981
FALSE,Global,2137,Adult (late),25% reduction,120.32671032032204,67.83167572113419,51.67342106844044
FALSE,Global,2138,Adult (late),25% reduction,119.983339075696,67.50674012059879,51.65639598445701
FALSE,Global,2139,Adult (late),25% reduction,119.63722182602501,67.18156781158447,51.63689518032551
FALSE,Global,2140,Adult (late),25% reduction,119.288799380435,66.85630517515564,51.61520702472687
FALSE,Global,2141,Adult (late),25% reduction,118.93824688273334,66.53091102449798,51.591544198251725
FALSE,Global,2142,Adult (late),25% reduction,118.5860528214836,66.20570774067879,51.566067882531165
FALSE,Global,2143,Adult (late),25% reduction,118.23237291218376,65.88071872156334,51.538908451366424
FALSE,Global,2144,Adult (late),25% reduction,117.87714262963009,65.55577833554649,51.51016726776123
FALSE,Global,2145,Adult (late),25% reduction,117.52040658602428,65.23091106732369,51.47986477842712
FALSE,Global,2146,Adult (late),25% reduction,117.16197918072224,64.90596741456604,51.44796761258697
FALSE,Global,2147,Adult (late),25% reduction,116.80206576752853,64.58123185058594,51.41439696470165
FALSE,Global,2148,Adult (late),25% reduction,116.44055118710327,64.25668905558777,51.379055758296964
FALSE,Global,2023,Ageing-related,25% reduction,84.91648595219613,84.91648595219613,0
FALSE,Global,2024,Ageing-related,25% reduction,94.04639157258033,86.720447090662,6.901674041757584
FALSE,Global,2025,Ageing-related,25% reduction,103.03201623195457,88.51380689936924,13.672608302461624
FALSE,Global,2026,Ageing-related,25% reduction,111.85866051908494,90.29257709629536,20.30247962428856
FALSE,Global,2027,Ageing-related,25% reduction,120.53693333836365,92.07197281606292,26.78606185438633
FALSE,Global,2028,Ageing-related,25% reduction,129.07320279920577,93.86008642752076,33.12165191269493
FALSE,Global,2029,Ageing-related,25% reduction,137.4576485152569,95.63774564796638,39.32354655896568
FALSE,Global,2030,Ageing-related,25% reduction,145.68996382315254,97.39605371487045,45.39784448666477
FALSE,Global,2031,Ageing-related,25% reduction,153.7632802438488,99.12260741087151,51.3485453876791
FALSE,Global,2032,Ageing-related,25% reduction,161.6957928331852,100.83824087700177,57.17147895669079
FALSE,Global,2033,Ageing-related,25% reduction,169.50142782116413,102.55297382728672,62.870321909859655
FALSE,Global,2034,Ageing-related,25% reduction,177.1604869094715,104.23521051465035,68.46046657651615
FALSE,Global,2035,Ageing-related,25% reduction,184.66600637362765,105.87883564201069,73.93967392239952
FALSE,Global,2036,Ageing-related,25% reduction,192.0027912008934,107.47117768718147,79.30507533975792
FALSE,Global,2037,Ageing-related,25% reduction,199.1804440189457,109.03387947934819,84.54300983697033
FALSE,Global,2038,Ageing-related,25% reduction,206.21205679388524,110.5810655592661,89.65255773104859
FALSE,Global,2039,Ageing-related,25% reduction,213.0794364983177,112.08122157794857,94.65140274563407
FALSE,Global,2040,Ageing-related,25% reduction,219.77170826831053,113.5304686670971,99.53245117896462
FALSE,Global,2041,Ageing-related,25% reduction,226.27221425005817,114.91944147923279,104.28920241701127
FALSE,Global,2042,Ageing-related,25% reduction,232.586043570364,116.2704580602255,108.90223403099345
FALSE,Global,2043,Ageing-related,25% reduction,238.72821288271714,117.60210350907707,113.3675142518797
FALSE,Global,2044,Ageing-related,25% reduction,244.69607795890903,118.88666928660393,117.7154196951046
FALSE,Global,2045,Ageing-related,25% reduction,250.48745963523388,120.12095536455918,121.94709831478309
FALSE,Global,2046,Ageing-related,25% reduction,256.09160964045907,121.29644369533443,126.06164306595898
FALSE,Global,2047,Ageing-related,25% reduction,261.51397940651896,122.42825156827546,130.04532072040843
FALSE,Global,2048,Ageing-related,25% reduction,266.7652682439251,123.5351051195631,133.8864589171438
FALSE,Global,2049,Ageing-related,25% reduction,271.85203884769726,124.59878191629981,137.61627681644248
FALSE,Global,2050,Ageing-related,25% reduction,276.78145765061566,125.61707806602001,141.24526347239018
FALSE,Global,2051,Ageing-related,25% reduction,281.5441301004076,126.57994636075688,144.77412929410647
FALSE,Global,2052,Ageing-related,25% reduction,286.13936746769906,127.49279447545624,148.1936098378277
FALSE,Global,2053,Ageing-related,25% reduction,290.5662691049423,128.3683995643921,151.48574676449394
FALSE,Global,2054,Ageing-related,25% reduction,294.834324088583,129.20467923339748,154.66820393214417
FALSE,Global,2055,Ageing-related,25% reduction,298.9569607420616,130.00514297294902,157.75294559517002
FALSE,Global,2056,Ageing-related,25% reduction,302.92593040676786,130.75753180587293,160.7428867961521
FALSE,Global,2057,Ageing-related,25% reduction,306.7405152444754,131.4629568317232,163.63442627390003
FALSE,Global,2058,Ageing-related,25% reduction,310.3964412407465,132.12791993145274,166.41261473414613
FALSE,Global,2059,Ageing-related,25% reduction,313.90937904431246,132.7646522071476,169.08492633042718
FALSE,Global,2060,Ageing-related,25% reduction,317.3006721005592,133.38170842702485,171.66663166482448
FALSE,Global,2061,Ageing-related,25% reduction,320.56887528830623,133.96153692619325,174.17246081966115
FALSE,Global,2062,Ageing-related,25% reduction,323.72281220727825,134.50207684851742,176.6125686325922
FALSE,Global,2063,Ageing-related,25% reduction,326.7608340439482,135.00032523584747,178.98450411042307
FALSE,Global,2064,Ageing-related,25% reduction,329.69478778713227,135.476674590868,181.27808858719825
FALSE,Global,2065,Ageing-related,25% reduction,332.53165351870825,135.9402262936592,183.49278616257953
FALSE,Global,2066,Ageing-related,25% reduction,335.263382395895,136.36746963965226,185.6455068324585
FALSE,Global,2067,Ageing-related,25% reduction,337.8953235484362,136.75530188257312,187.74414130950547
FALSE,Global,2068,Ageing-related,25% reduction,340.4244661175594,137.09403262331773,189.7950932345581
FALSE,Global,2069,Ageing-related,25% reduction,342.8735145940075,137.40897838859846,191.79350547603227
FALSE,Global,2070,Ageing-related,25% reduction,345.240314560833,137.70620485659123,193.72865262113189
FALSE,Global,2071,Ageing-related,25% reduction,347.5076615355797,137.96167946763134,195.60946155352497
FALSE,Global,2072,Ageing-related,25% reduction,349.6690416637869,138.17389362233828,197.43185034738445
FALSE,Global,2073,Ageing-related,25% reduction,351.70970602171707,138.33508292611504,199.19073874903106
FALSE,Global,2074,Ageing-related,25% reduction,353.65175843585587,138.4753876717806,200.87749946076775
FALSE,Global,2075,Ageing-related,25% reduction,355.48590637151625,138.59458836417676,202.48043373523998
FALSE,Global,2076,Ageing-related,25% reduction,357.20175839126205,138.6752514302292,204.0101498595848
FALSE,Global,2077,Ageing-related,25% reduction,358.8021025705204,138.72157907858468,205.46679204222966
FALSE,Global,2078,Ageing-related,25% reduction,360.27725253703306,138.72694112760448,206.84827227811815
FALSE,Global,2079,Ageing-related,25% reduction,361.6611210183725,138.7256476800947,208.15342620916272
FALSE,Global,2080,Ageing-related,25% reduction,362.9436885954456,138.70822514499665,209.37817143646527
FALSE,Global,2081,Ageing-related,25% reduction,364.1234710801725,138.66466761218263,210.53383356610297
FALSE,Global,2082,Ageing-related,25% reduction,365.21427692509366,138.60252222133352,211.6281920371094
FALSE,Global,2083,Ageing-related,25% reduction,366.20996705615045,138.5101832957926,212.66525434121226
FALSE,Global,2084,Ageing-related,25% reduction,367.15064255904963,138.42407040325452,213.64713986641598
FALSE,Global,2085,Ageing-related,25% reduction,368.02540162840273,138.32315097350215,214.58174413585758
FALSE,Global,2086,Ageing-related,25% reduction,368.8411527747421,138.202241844491,215.48225877785683
FALSE,Global,2087,Ageing-related,25% reduction,369.61589016201975,138.07047676671792,216.3573538552723
FALSE,Global,2088,Ageing-related,25% reduction,370.3356535253239,137.90750249645995,217.2110023497076
FALSE,Global,2089,Ageing-related,25% reduction,371.0359382489815,137.75224370590593,218.0378069005184
FALSE,Global,2090,Ageing-related,25% reduction,371.6943492898741,137.5755956871586,218.84400364476014
FALSE,Global,2091,Ageing-related,25% reduction,372.3071547170038,137.3758719455614,219.62753496833514
FALSE,Global,2092,Ageing-related,25% reduction,372.8816905140104,137.1633977294512,220.38597422114944
FALSE,Global,2093,Ageing-related,25% reduction,373.3998095616684,136.91255487050915,221.1277389612093
FALSE,Global,2094,Ageing-related,25% reduction,373.89132087493516,136.66391889969253,221.83940804797362
FALSE,Global,2095,Ageing-related,25% reduction,374.3293855452614,136.38818363887597,222.52457103708076
FALSE,Global,2096,Ageing-related,25% reduction,374.7058110152712,136.0863853706665,223.17489890130807
FALSE,Global,2097,Ageing-related,25% reduction,375.02119671022035,135.77047303291988,223.7788639146328
FALSE,Global,2098,Ageing-related,25% reduction,375.25309013685705,135.41646010973358,224.34089857344628
FALSE,Global,2099,Ageing-related,25% reduction,375.42350360305596,135.06576703436565,224.84003825351428
FALSE,Global,2100,Ageing-related,25% reduction,375.5114823518286,134.69251216053962,225.28444068085003
FALSE,Global,2101,Ageing-related,25% reduction,375.51461235854055,134.30087391391086,225.66804213225555
FALSE,Global,2102,Ageing-related,25% reduction,375.4374019250832,133.90272919971753,225.98253869117832
FALSE,Global,2103,Ageing-related,25% reduction,375.27091801935103,133.48044469102192,226.2409093846054
FALSE,Global,2104,Ageing-related,25% reduction,375.0442475665455,133.0752561238346,226.42705540788745
FALSE,Global,2105,Ageing-related,25% reduction,374.753192860857,132.6631124353962,226.56345710857963
FALSE,Global,2106,Ageing-related,25% reduction,374.40693769325543,132.24723962802125,226.65549478861428
FALSE,Global,2107,Ageing-related,25% reduction,374.0154761022778,131.83546305660914,226.70302026633357
FALSE,Global,2108,Ageing-related,25% reduction,373.58375955173017,131.4169523293152,226.72487224673654
FALSE,Global,2109,Ageing-related,25% reduction,373.1363911683893,131.02150504771996,226.70916796218205
FALSE,Global,2110,Ageing-related,25% reduction,372.67440136522197,130.62762586205196,226.68081134082698
FALSE,Global,2111,Ageing-related,25% reduction,372.2074004323359,130.23546790655612,226.6482743731165
FALSE,Global,2112,Ageing-related,25% reduction,371.74336768343926,129.84720287454604,226.61521010171603
FALSE,Global,2113,Ageing-related,25% reduction,371.28844277229405,129.45684636139774,226.59505448686886
FALSE,Global,2114,Ageing-related,25% reduction,370.8513431968746,129.07787988253023,226.57645600360487
FALSE,Global,2115,Ageing-related,25% reduction,370.4252248728094,128.69510420604135,226.5710398765211
FALSE,Global,2116,Ageing-related,25% reduction,370.01129676222325,128.30744065238667,226.58064471141816
