figure,figure_title,source_file,year,age_name,age_no,cause_name,cluster_4,val,val_std,age,measure,location_name,exp_loss,type,income_group,growth_transitions,location,diseases,scenario,both,disability,mortality,start_year,no_births,eradication,W,Wnewborn,W_start,Wnewborn_start,erad,W_lag,Wnewborn_lag,erad_lag,erad_diff,dW_dd,dWnewborn_dd,d2W_dd2,d2Wnewborn_dd2,W_elast_1,Wnewborn_elast_1,W_elast_2,Wnewborn_elast_2,W_sum,Wnewborn_sum,dW_dd_sum,dWnewborn_dd_sum,d2W_dd2_sum,W_elast_1_sum,W_elast_2_sum,W_relative,W_sum_relative,complementarity_label
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Low back pain,Adult (late),523.68330854113,-0.7595586101738988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Lower extremity peripheral arterial disease,Ageing-related,0,-0.5138361268974808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Lower respiratory infections,Infant,233.32218487535337,-0.4872394136310775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Lymphatic filariasis,Adult (early),22.69238013836017,1.0277901049077225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Major depressive disorder,Adult (early),816.4943216932937,0.9301490228527461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Malaria,Infant,248.6864270923429,-0.30749752448371287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Male infertility,Adult (early),8.439445822833733,1.2531350952675497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Malignant neoplasm of bone and articular cartilage,Adult (late),49.199459269657375,0.3254850169821334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Malignant skin melanoma,Ageing-related,4.67831111506421,-0.7817334600937037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Maternal abortion and miscarriage,Adult (early),50.90955141076524,2.563491825612541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Maternal deaths aggravated by HIV/AIDS,Adult (early),2.3457451466640404,1.2464798680413933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Maternal hemorrhage,Adult (early),124.77652996197922,2.4482603839971024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Maternal hypertensive disorders,Adult (early),99.15833300898136,1.832793299085802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Maternal obstructed labor and uterine rupture,Adult (early),38.22047195136105,2.1465565310864214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Maternal sepsis and other maternal infections,Adult (early),53.17868529942231,1.830083385305219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Measles,Infant,9.41375641049036,-0.36947541253985927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Meningitis,Infant,148.36406238434762,-0.2437377534934699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Mesothelioma,Ageing-related,0.9963618220189816,-0.7871451962576128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Migraine,Adult (early),613.5039096879166,0.7332135614677037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Motor neuron disease,Adult (late),2.0219648518961457,-0.9643273105311906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Motor vehicle road injuries,Adult (early),629.267403489235,2.072125585716092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Motorcyclist road injuries,Adult (early),443.0920754687067,2.0034548846058065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Multidrug-resistant tuberculosis without extensive drug resistance,Adult (late),33.114257457703516,-0.8410079701501558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Multiple myeloma,Ageing-related,1.944963590325647,-0.8095459446601753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Multiple sclerosis,Adult (late),3.2880680497877393,-1.0120501468579832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",Ageing-related,1.773963846197503,-0.5658571001905293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Myocarditis,Ageing-related,4.781317239649905,-0.5377763027809427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Nasopharynx cancer,Adult (late),7.669456293860786,-0.9529127512443877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Near vision loss,Adult (late),2.076199223165378,-0.9530206708999721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Neck pain,Adult (late),164.7048919840991,-0.6589178562301158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Neonatal encephalopathy due to birth asphyxia and trauma,Infant,60.46072985658235,-0.21172744447010425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Neonatal preterm birth,Infant,217.3552422483977,-0.2056195099900348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Neonatal sepsis and other neonatal infections,Infant,38.0749731867584,-0.21025615767854278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Neural tube defects,Infant,7.800455018549968,-0.21942345832203383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Neuroblastoma and other peripheral nervous cell tumors,Infant,1.6723882613386871,-0.5033149211805453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Non-melanoma skin cancer (basal-cell carcinoma),Ageing-related,0.00126571362520289,-0.7166775982706599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Non-melanoma skin cancer (squamous-cell carcinoma),Ageing-related,1.8742299426973532,-0.5185783756092914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Non-rheumatic calcific aortic valve disease,Ageing-related,3.933616729361479,-0.4037419072869258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Non-rheumatic degenerative mitral valve disease,Ageing-related,4.659186503875026,-0.47631324750692844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Non-venomous animal contact,Infant,5.9858148820532335,-1.4268521227297553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Nonalcoholic fatty liver disease including cirrhosis,Adult (late),3.539603699121252,-0.9920738381014872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Onchocerciasis,Adult (early),15.532798152138207,1.4055170906792325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Opioid use disorders,Adult (early),253.70548974492684,1.0824372717877995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Orofacial clefts,Infant,3.3271648826975424,-0.21490308180230533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Osteoarthritis hand,Ageing-related,0,-0.8470196545451828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Osteoarthritis hip,Ageing-related,0,-0.8223725515694307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Osteoarthritis knee,Adult (late),0,-0.9427340331234826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Osteoarthritis other,Ageing-related,0,-0.8330101918725468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other benign and in situ neoplasms,Ageing-related,12.0281774323006,-0.8283565057182891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other cardiomyopathy,Ageing-related,39.37910332956778,-0.6442694989369815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other cardiovascular and circulatory diseases,Ageing-related,36.43475040572381,-0.7495363618079471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other chromosomal abnormalities,Infant,10.395584508333544,-0.20725558716644357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other chronic respiratory diseases,Infant,30.04098640816938,-0.34839905529279824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other congenital birth defects,Infant,34.47980085666686,-0.21317885401488826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other digestive diseases,Ageing-related,10.558936301526954,-0.5514323294422021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other direct maternal disorders,Adult (early),99.40393701168972,2.4669730332379918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other drug use disorders,Adult (early),13.076274997485127,0.4015861142917479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,"Other endocrine, metabolic, blood, and immune disorders",Ageing-related,30.40535853014836,-0.7372203408077491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other exposure to mechanical forces,Adult (late),106.91666101673134,-0.5907165323554435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other eye cancers,Ageing-related,1.462884663649537,-0.6670462278357635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other gynecological diseases,Adult (early),103.70678646280712,-0.5293416202827936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other hemoglobinopathies and hemolytic anemias,Ageing-related,52.772758083897486,-0.4897566045703756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other intestinal infectious diseases,Infant,0.8873792388128116,-0.42437666432500065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other leukemia,Ageing-related,17.646272618152842,-0.606095269902798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other malignant neoplasms,Ageing-related,27.43904592009388,-0.9534892616378559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other mental disorders,Adult (late),80.72925032940789,-0.6183852699282733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other musculoskeletal disorders,Adult (late),309.41751217674386,-0.6997615984183567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other neglected tropical diseases,Infant,40.4435536392926,-0.3151472237692686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other neonatal disorders,Infant,0,-0.21725657846586965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other neurological disorders,Ageing-related,35.80024702412505,-0.519367390896368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other non-Hodgkin lymphoma,Ageing-related,46.176417995076434,-0.7712006836390849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other non-rheumatic valve diseases,Ageing-related,0.42882487110306433,-0.519623487638151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other nutritional deficiencies,Ageing-related,13.509796533036257,-0.5735871833159718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other oral disorders,Adult (early),58.28224039839379,0.4321050978496409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other pharynx cancer,Adult (late),3.1622758295866578,-0.9005400567531391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other pneumoconiosis,Ageing-related,0.1636296594388186,-0.7214419900615521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other road injuries,Infant,17.592930837004804,0.4903398501010162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other sense organ diseases,Ageing-related,11.522649439336911,-0.8246558647046449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other sexually transmitted infections,Adult (early),7.902128908966745,0.6362103462967706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other skin and subcutaneous diseases,Ageing-related,11.961583129067463,-0.7472708156998437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other transport injuries,Adult (early),83.2270971315886,1.3138453072269654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other unintentional injuries,Adult (late),132.4609294860203,-0.6560023435144987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other unspecified infectious diseases,Infant,69.18938897051069,-0.2837405825428345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other urinary diseases,Ageing-related,5.997807917414743,-0.6107676146151683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Other vision loss,Ageing-related,9.03960154699902,-0.5786864374732007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Otitis media,Infant,33.07820673376138,0.419793546051721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Ovarian cancer,Adult (late),19.40979708398171,-0.9635138667135529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Pancreatic cancer,Ageing-related,3.419069879553613,-0.8397772590629267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Pancreatitis,Ageing-related,20.38361237685309,-0.8284663283517493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Paralytic ileus and intestinal obstruction,Ageing-related,36.63992052383931,-0.6003111520763028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Paratyphoid fever,Infant,5.621316101194087,-0.28964541156790563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Parkinson's disease,Ageing-related,0.19328003621753004,-0.6042405092854952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Pedestrian road injuries,Adult (late),286.9022632452557,0.9988187108054266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Peptic ulcer disease,Ageing-related,36.39371364077453,-0.6611732263023397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Periodontal diseases,Adult (late),28.23977320269524,-0.9581319181149298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Pertussis,Infant,4.6525329062998475,-0.33665090431505135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Physical violence by firearm,Adult (early),357.45546792065363,2.3823101824553765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Physical violence by other means,Infant,215.23066326578856,1.1599210635990511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Physical violence by sharp object,Adult (early),148.19399970801197,2.0670445997761826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Poisoning by carbon monoxide,Adult (late),16.034664173081183,-0.440551442162101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
